flight_id,crew_id,assignment_role
F000023,C038,Captain
F000023,C025,First Officer
F000023,C069,Cabin Crew
F000023,C006,Cabin Crew
F000023,C066,Cabin Crew
F000024,C016,Captain
F000024,C044,First Officer
F000024,C071,Cabin Crew
F000024,C063,Cabin Crew
F000024,C045,Cabin Crew
F000025,C007,Captain
F000025,C058,First Officer
F000025,C019,Cabin Crew
F000025,C009,Cabin Crew
F000025,C073,Cabin Crew
F000026,C061,Captain
F000026,C044,First Officer
F000026,C028,Cabin Crew
F000026,C068,Cabin Crew
F000026,C009,Cabin Crew
F000027,C051,Captain
F000027,C013,First Officer
F000027,C010,Cabin Crew
F000027,C031,Cabin Crew
F000027,C071,Cabin Crew
F000028,C008,Captain
F000028,C024,First Officer
F000028,C010,Cabin Crew
F000028,C080,Cabin Crew
F000028,C047,Cabin Crew
F000029,C046,Captain
F000029,C044,First Officer
F000029,C069,Cabin Crew
F000029,C028,Cabin Crew
F000029,C043,Cabin Crew
F000030,C046,Captain
F000030,C024,First Officer
F000030,C001,Cabin Crew
F000030,C043,Cabin Crew
F000030,C034,Cabin Crew
F000031,C049,Captain
F000031,C033,First Officer
F000031,C027,Cabin Crew
F000031,C021,Cabin Crew
F000031,C068,Cabin Crew
F000032,C011,Captain
F000032,C060,First Officer
F000032,C057,Cabin Crew
F000032,C043,Cabin Crew
F000032,C050,Cabin Crew
F000033,C004,Captain
F000033,C015,First Officer
F000033,C068,Cabin Crew
F000033,C027,Cabin Crew
F000033,C078,Cabin Crew
F000034,C014,Captain
F000034,C024,First Officer
F000034,C035,Cabin Crew
F000034,C057,Cabin Crew
F000034,C071,Cabin Crew
F000035,C020,Captain
F000035,C060,First Officer
F000035,C017,Cabin Crew
F000035,C063,Cabin Crew
F000035,C057,Cabin Crew
F000036,C011,Captain
F000036,C025,First Officer
F000036,C057,Cabin Crew
F000036,C021,Cabin Crew
F000036,C078,Cabin Crew
F000037,C046,Captain
F000037,C015,First Officer
F000037,C034,Cabin Crew
F000037,C065,Cabin Crew
F000037,C059,Cabin Crew
F000038,C018,Captain
F000038,C060,First Officer
F000038,C019,Cabin Crew
F000038,C062,Cabin Crew
F000038,C028,Cabin Crew
F000039,C040,Captain
F000039,C022,First Officer
F000039,C006,Cabin Crew
F000039,C027,Cabin Crew
F000039,C021,Cabin Crew
F000040,C046,Captain
F000040,C039,First Officer
F000040,C017,Cabin Crew
F000040,C069,Cabin Crew
F000040,C045,Cabin Crew
F000041,C007,Captain
F000041,C044,First Officer
F000041,C035,Cabin Crew
F000041,C048,Cabin Crew
F000041,C079,Cabin Crew
F000042,C040,Captain
F000042,C052,First Officer
F000042,C050,Cabin Crew
F000042,C041,Cabin Crew
F000042,C056,Cabin Crew
F000043,C018,Captain
F000043,C039,First Officer
F000043,C069,Cabin Crew
F000043,C064,Cabin Crew
F000043,C003,Cabin Crew
F000044,C020,Captain
F000044,C042,First Officer
F000044,C021,Cabin Crew
F000044,C028,Cabin Crew
F000044,C062,Cabin Crew
F000045,C072,Captain
F000045,C044,First Officer
F000045,C048,Cabin Crew
F000045,C031,Cabin Crew
F000045,C006,Cabin Crew
F000046,C038,Captain
F000046,C013,First Officer
F000046,C006,Cabin Crew
F000046,C064,Cabin Crew
F000046,C056,Cabin Crew
F000047,C049,Captain
F000047,C058,First Officer
F000047,C036,Cabin Crew
F000047,C032,Cabin Crew
F000047,C009,Cabin Crew
F000048,C026,Captain
F000048,C025,First Officer
F000048,C073,Cabin Crew
F000048,C001,Cabin Crew
F000048,C077,Cabin Crew
F000049,C061,Captain
F000049,C042,First Officer
F000049,C078,Cabin Crew
F000049,C053,Cabin Crew
F000049,C028,Cabin Crew
F000050,C049,Captain
F000050,C044,First Officer
F000050,C080,Cabin Crew
F000050,C071,Cabin Crew
F000050,C065,Cabin Crew
F000051,C055,Captain
F000051,C025,First Officer
F000051,C057,Cabin Crew
F000051,C027,Cabin Crew
F000051,C079,Cabin Crew
F000052,C007,Captain
F000052,C029,First Officer
F000052,C035,Cabin Crew
F000052,C073,Cabin Crew
F000052,C079,Cabin Crew
F000053,C011,Captain
F000053,C015,First Officer
F000053,C003,Cabin Crew
F000053,C045,Cabin Crew
F000053,C036,Cabin Crew
F000054,C008,Captain
F000054,C015,First Officer
F000054,C079,Cabin Crew
F000054,C037,Cabin Crew
F000054,C059,Cabin Crew
F000055,C072,Captain
F000055,C039,First Officer
F000055,C001,Cabin Crew
F000055,C053,Cabin Crew
F000055,C005,Cabin Crew
F000056,C016,Captain
F000056,C042,First Officer
F000056,C068,Cabin Crew
F000056,C028,Cabin Crew
F000056,C066,Cabin Crew
F000057,C004,Captain
F000057,C075,First Officer
F000057,C032,Cabin Crew
F000057,C001,Cabin Crew
F000057,C037,Cabin Crew
F000058,C055,Captain
F000058,C070,First Officer
F000058,C035,Cabin Crew
F000058,C037,Cabin Crew
F000058,C048,Cabin Crew
F000059,C061,Captain
F000059,C025,First Officer
F000059,C006,Cabin Crew
F000059,C066,Cabin Crew
F000059,C019,Cabin Crew
F000060,C030,Captain
F000060,C022,First Officer
F000060,C065,Cabin Crew
F000060,C064,Cabin Crew
F000060,C053,Cabin Crew
F000061,C020,Captain
F000061,C076,First Officer
F000061,C066,Cabin Crew
F000061,C041,Cabin Crew
F000061,C035,Cabin Crew
F000062,C020,Captain
F000062,C058,First Officer
F000062,C056,Cabin Crew
F000062,C028,Cabin Crew
F000062,C077,Cabin Crew
F000063,C014,Captain
F000063,C039,First Officer
F000063,C077,Cabin Crew
F000063,C019,Cabin Crew
F000063,C069,Cabin Crew
F000064,C020,Captain
F000064,C075,First Officer
F000064,C066,Cabin Crew
F000064,C053,Cabin Crew
F000064,C009,Cabin Crew
F000065,C030,Captain
F000065,C029,First Officer
F000065,C001,Cabin Crew
F000065,C041,Cabin Crew
F000065,C009,Cabin Crew
F000066,C072,Captain
F000066,C075,First Officer
F000066,C048,Cabin Crew
F000066,C047,Cabin Crew
F000066,C077,Cabin Crew
F000067,C008,Captain
F000067,C075,First Officer
F000067,C066,Cabin Crew
F000067,C048,Cabin Crew
F000067,C045,Cabin Crew
F000068,C016,Captain
F000068,C033,First Officer
F000068,C062,Cabin Crew
F000068,C021,Cabin Crew
F000068,C041,Cabin Crew
F000069,C012,Captain
F000069,C039,First Officer
F000069,C069,Cabin Crew
F000069,C043,Cabin Crew
F000069,C031,Cabin Crew
F000070,C046,Captain
F000070,C033,First Officer
F000070,C037,Cabin Crew
F000070,C057,Cabin Crew
F000070,C066,Cabin Crew
F000071,C026,Captain
F000071,C076,First Officer
F000071,C041,Cabin Crew
F000071,C050,Cabin Crew
F000071,C057,Cabin Crew
F000072,C072,Captain
F000072,C013,First Officer
F000072,C080,Cabin Crew
F000072,C066,Cabin Crew
F000072,C010,Cabin Crew
F000073,C018,Captain
F000073,C070,First Officer
F000073,C031,Cabin Crew
F000073,C034,Cabin Crew
F000073,C078,Cabin Crew
F000074,C002,Captain
F000074,C023,First Officer
F000074,C059,Cabin Crew
F000074,C032,Cabin Crew
F000074,C001,Cabin Crew
F000075,C002,Captain
F000075,C044,First Officer
F000075,C032,Cabin Crew
F000075,C077,Cabin Crew
F000075,C080,Cabin Crew
F000076,C055,Captain
F000076,C023,First Officer
F000076,C010,Cabin Crew
F000076,C059,Cabin Crew
F000076,C062,Cabin Crew
F000077,C008,Captain
F000077,C042,First Officer
F000077,C056,Cabin Crew
F000077,C017,Cabin Crew
F000077,C062,Cabin Crew
F000078,C026,Captain
F000078,C024,First Officer
F000078,C035,Cabin Crew
F000078,C031,Cabin Crew
F000078,C009,Cabin Crew
F000079,C046,Captain
F000079,C054,First Officer
F000079,C063,Cabin Crew
F000079,C041,Cabin Crew
F000079,C009,Cabin Crew
F000080,C020,Captain
F000080,C039,First Officer
F000080,C010,Cabin Crew
F000080,C035,Cabin Crew
F000080,C068,Cabin Crew
F000081,C014,Captain
F000081,C015,First Officer
F000081,C032,Cabin Crew
F000081,C050,Cabin Crew
F000081,C068,Cabin Crew
F000082,C051,Captain
F000082,C015,First Officer
F000082,C019,Cabin Crew
F000082,C059,Cabin Crew
F000082,C001,Cabin Crew
F000083,C040,Captain
F000083,C067,First Officer
F000083,C069,Cabin Crew
F000083,C048,Cabin Crew
F000083,C034,Cabin Crew
F000084,C016,Captain
F000084,C029,First Officer
F000084,C037,Cabin Crew
F000084,C032,Cabin Crew
F000084,C064,Cabin Crew
F000085,C008,Captain
F000085,C075,First Officer
F000085,C057,Cabin Crew
F000085,C063,Cabin Crew
F000085,C066,Cabin Crew
F000086,C012,Captain
F000086,C033,First Officer
F000086,C071,Cabin Crew
F000086,C027,Cabin Crew
F000086,C032,Cabin Crew
F000087,C030,Captain
F000087,C070,First Officer
F000087,C057,Cabin Crew
F000087,C028,Cabin Crew
F000087,C017,Cabin Crew
F000088,C007,Captain
F000088,C013,First Officer
F000088,C037,Cabin Crew
F000088,C062,Cabin Crew
F000088,C036,Cabin Crew
F000089,C026,Captain
F000089,C060,First Officer
F000089,C036,Cabin Crew
F000089,C078,Cabin Crew
F000089,C077,Cabin Crew
F000090,C014,Captain
F000090,C067,First Officer
F000090,C059,Cabin Crew
F000090,C043,Cabin Crew
F000090,C077,Cabin Crew
F000091,C012,Captain
F000091,C039,First Officer
F000091,C045,Cabin Crew
F000091,C069,Cabin Crew
F000091,C079,Cabin Crew
F000092,C018,Captain
F000092,C058,First Officer
F000092,C003,Cabin Crew
F000092,C079,Cabin Crew
F000092,C063,Cabin Crew
F000093,C040,Captain
F000093,C060,First Officer
F000093,C064,Cabin Crew
F000093,C079,Cabin Crew
F000093,C071,Cabin Crew
F000094,C049,Captain
F000094,C054,First Officer
F000094,C032,Cabin Crew
F000094,C043,Cabin Crew
F000094,C001,Cabin Crew
F000095,C040,Captain
F000095,C075,First Officer
F000095,C017,Cabin Crew
F000095,C056,Cabin Crew
F000095,C032,Cabin Crew
F000096,C051,Captain
F000096,C070,First Officer
F000096,C035,Cabin Crew
F000096,C037,Cabin Crew
F000096,C017,Cabin Crew
F000097,C040,Captain
F000097,C022,First Officer
F000097,C005,Cabin Crew
F000097,C057,Cabin Crew
F000097,C006,Cabin Crew
F000098,C016,Captain
F000098,C054,First Officer
F000098,C017,Cabin Crew
F000098,C019,Cabin Crew
F000098,C032,Cabin Crew
F000099,C038,Captain
F000099,C060,First Officer
F000099,C068,Cabin Crew
F000099,C006,Cabin Crew
F000099,C065,Cabin Crew
F000100,C038,Captain
F000100,C044,First Officer
F000100,C069,Cabin Crew
F000100,C066,Cabin Crew
F000100,C043,Cabin Crew
F000101,C051,Captain
F000101,C067,First Officer
F000101,C077,Cabin Crew
F000101,C078,Cabin Crew
F000101,C080,Cabin Crew
F000102,C061,Captain
F000102,C058,First Officer
F000102,C037,Cabin Crew
F000102,C063,Cabin Crew
F000102,C053,Cabin Crew
F000103,C026,Captain
F000103,C058,First Officer
F000103,C080,Cabin Crew
F000103,C078,Cabin Crew
F000103,C035,Cabin Crew
F000104,C011,Captain
F000104,C024,First Officer
F000104,C027,Cabin Crew
F000104,C053,Cabin Crew
F000104,C080,Cabin Crew
F000105,C030,Captain
F000105,C042,First Officer
F000105,C027,Cabin Crew
F000105,C077,Cabin Crew
F000105,C028,Cabin Crew
F000106,C002,Captain
F000106,C023,First Officer
F000106,C045,Cabin Crew
F000106,C035,Cabin Crew
F000106,C062,Cabin Crew
F000107,C018,Captain
F000107,C060,First Officer
F000107,C035,Cabin Crew
F000107,C032,Cabin Crew
F000107,C017,Cabin Crew
F000108,C038,Captain
F000108,C023,First Officer
F000108,C050,Cabin Crew
F000108,C031,Cabin Crew
F000108,C045,Cabin Crew
F000109,C007,Captain
F000109,C052,First Officer
F000109,C003,Cabin Crew
F000109,C057,Cabin Crew
F000109,C047,Cabin Crew
F000110,C018,Captain
F000110,C013,First Officer
F000110,C001,Cabin Crew
F000110,C031,Cabin Crew
F000110,C073,Cabin Crew
F000111,C011,Captain
F000111,C029,First Officer
F000111,C077,Cabin Crew
F000111,C057,Cabin Crew
F000111,C021,Cabin Crew
F000112,C026,Captain
F000112,C058,First Officer
F000112,C003,Cabin Crew
F000112,C057,Cabin Crew
F000112,C078,Cabin Crew
F000113,C026,Captain
F000113,C074,First Officer
F000113,C019,Cabin Crew
F000113,C059,Cabin Crew
F000113,C028,Cabin Crew
F000114,C049,Captain
F000114,C033,First Officer
F000114,C057,Cabin Crew
F000114,C021,Cabin Crew
F000114,C064,Cabin Crew
F000115,C008,Captain
F000115,C039,First Officer
F000115,C017,Cabin Crew
F000115,C043,Cabin Crew
F000115,C003,Cabin Crew
F000116,C002,Captain
F000116,C015,First Officer
F000116,C035,Cabin Crew
F000116,C065,Cabin Crew
F000116,C027,Cabin Crew
F000117,C014,Captain
F000117,C070,First Officer
F000117,C028,Cabin Crew
F000117,C065,Cabin Crew
F000117,C064,Cabin Crew
F000118,C026,Captain
F000118,C029,First Officer
F000118,C079,Cabin Crew
F000118,C043,Cabin Crew
F000118,C010,Cabin Crew
F000119,C038,Captain
F000119,C023,First Officer
F000119,C041,Cabin Crew
F000119,C035,Cabin Crew
F000119,C009,Cabin Crew
F000120,C040,Captain
F000120,C022,First Officer
F000120,C031,Cabin Crew
F000120,C043,Cabin Crew
F000120,C047,Cabin Crew
F000121,C012,Captain
F000121,C052,First Officer
F000121,C047,Cabin Crew
F000121,C037,Cabin Crew
F000121,C032,Cabin Crew
F000122,C008,Captain
F000122,C022,First Officer
F000122,C053,Cabin Crew
F000122,C010,Cabin Crew
F000122,C028,Cabin Crew
F000123,C061,Captain
F000123,C024,First Officer
F000123,C003,Cabin Crew
F000123,C047,Cabin Crew
F000123,C035,Cabin Crew
F000124,C046,Captain
F000124,C029,First Officer
F000124,C037,Cabin Crew
F000124,C073,Cabin Crew
F000124,C048,Cabin Crew
F000125,C012,Captain
F000125,C039,First Officer
F000125,C071,Cabin Crew
F000125,C079,Cabin Crew
F000125,C064,Cabin Crew
F000126,C026,Captain
F000126,C067,First Officer
F000126,C045,Cabin Crew
F000126,C041,Cabin Crew
F000126,C034,Cabin Crew
F000127,C008,Captain
F000127,C076,First Officer
F000127,C043,Cabin Crew
F000127,C045,Cabin Crew
F000127,C028,Cabin Crew
F000128,C061,Captain
F000128,C070,First Officer
F000128,C017,Cabin Crew
F000128,C071,Cabin Crew
F000128,C010,Cabin Crew
F000129,C061,Captain
F000129,C015,First Officer
F000129,C001,Cabin Crew
F000129,C003,Cabin Crew
F000129,C005,Cabin Crew
F000130,C014,Captain
F000130,C024,First Officer
F000130,C062,Cabin Crew
F000130,C010,Cabin Crew
F000130,C059,Cabin Crew
F000131,C049,Captain
F000131,C022,First Officer
F000131,C065,Cabin Crew
F000131,C056,Cabin Crew
F000131,C034,Cabin Crew
F000132,C051,Captain
F000132,C024,First Officer
F000132,C068,Cabin Crew
F000132,C036,Cabin Crew
F000132,C010,Cabin Crew
F000133,C049,Captain
F000133,C024,First Officer
F000133,C010,Cabin Crew
F000133,C068,Cabin Crew
F000133,C071,Cabin Crew
F000134,C038,Captain
F000134,C058,First Officer
F000134,C001,Cabin Crew
F000134,C079,Cabin Crew
F000134,C048,Cabin Crew
F000135,C002,Captain
F000135,C023,First Officer
F000135,C045,Cabin Crew
F000135,C032,Cabin Crew
F000135,C069,Cabin Crew
F000136,C008,Captain
F000136,C060,First Officer
F000136,C019,Cabin Crew
F000136,C031,Cabin Crew
F000136,C003,Cabin Crew
F000137,C040,Captain
F000137,C029,First Officer
F000137,C010,Cabin Crew
F000137,C045,Cabin Crew
F000137,C019,Cabin Crew
F000138,C026,Captain
F000138,C074,First Officer
F000138,C035,Cabin Crew
F000138,C050,Cabin Crew
F000138,C034,Cabin Crew
F000139,C011,Captain
F000139,C033,First Officer
F000139,C065,Cabin Crew
F000139,C034,Cabin Crew
F000139,C063,Cabin Crew
F000140,C026,Captain
F000140,C024,First Officer
F000140,C001,Cabin Crew
F000140,C065,Cabin Crew
F000140,C035,Cabin Crew
F000141,C049,Captain
F000141,C025,First Officer
F000141,C064,Cabin Crew
F000141,C050,Cabin Crew
F000141,C036,Cabin Crew
F000142,C055,Captain
F000142,C013,First Officer
F000142,C043,Cabin Crew
F000142,C031,Cabin Crew
F000142,C079,Cabin Crew
F000143,C049,Captain
F000143,C033,First Officer
F000143,C019,Cabin Crew
F000143,C021,Cabin Crew
F000143,C001,Cabin Crew
F000144,C051,Captain
F000144,C075,First Officer
F000144,C032,Cabin Crew
F000144,C077,Cabin Crew
F000144,C064,Cabin Crew
F000145,C004,Captain
F000145,C076,First Officer
F000145,C027,Cabin Crew
F000145,C006,Cabin Crew
F000145,C035,Cabin Crew
F000146,C018,Captain
F000146,C015,First Officer
F000146,C036,Cabin Crew
F000146,C059,Cabin Crew
F000146,C045,Cabin Crew
F000147,C007,Captain
F000147,C042,First Officer
F000147,C017,Cabin Crew
F000147,C010,Cabin Crew
F000147,C069,Cabin Crew
F000148,C051,Captain
F000148,C070,First Officer
F000148,C041,Cabin Crew
F000148,C031,Cabin Crew
F000148,C019,Cabin Crew
F000149,C008,Captain
F000149,C013,First Officer
F000149,C064,Cabin Crew
F000149,C017,Cabin Crew
F000149,C059,Cabin Crew
F000150,C011,Captain
F000150,C029,First Officer
F000150,C043,Cabin Crew
F000150,C077,Cabin Crew
F000150,C045,Cabin Crew
F000151,C030,Captain
F000151,C033,First Officer
F000151,C068,Cabin Crew
F000151,C050,Cabin Crew
F000151,C045,Cabin Crew
F000152,C026,Captain
F000152,C067,First Officer
F000152,C047,Cabin Crew
F000152,C073,Cabin Crew
F000152,C045,Cabin Crew
F000153,C014,Captain
F000153,C070,First Officer
F000153,C066,Cabin Crew
F000153,C062,Cabin Crew
F000153,C010,Cabin Crew
F000154,C051,Captain
F000154,C054,First Officer
F000154,C045,Cabin Crew
F000154,C069,Cabin Crew
F000154,C006,Cabin Crew
F000155,C004,Captain
F000155,C058,First Officer
F000155,C035,Cabin Crew
F000155,C010,Cabin Crew
F000155,C017,Cabin Crew
F000156,C004,Captain
F000156,C052,First Officer
F000156,C062,Cabin Crew
F000156,C071,Cabin Crew
F000156,C064,Cabin Crew
F000157,C012,Captain
F000157,C022,First Officer
F000157,C019,Cabin Crew
F000157,C077,Cabin Crew
F000157,C035,Cabin Crew
F000158,C072,Captain
F000158,C070,First Officer
F000158,C065,Cabin Crew
F000158,C017,Cabin Crew
F000158,C071,Cabin Crew
F000159,C014,Captain
F000159,C042,First Officer
F000159,C065,Cabin Crew
F000159,C047,Cabin Crew
F000159,C031,Cabin Crew
F000160,C046,Captain
F000160,C074,First Officer
F000160,C037,Cabin Crew
F000160,C032,Cabin Crew
F000160,C003,Cabin Crew
F000161,C030,Captain
F000161,C070,First Officer
F000161,C009,Cabin Crew
F000161,C047,Cabin Crew
F000161,C028,Cabin Crew
F000162,C049,Captain
F000162,C044,First Officer
F000162,C056,Cabin Crew
F000162,C021,Cabin Crew
F000162,C036,Cabin Crew
F000163,C051,Captain
F000163,C024,First Officer
F000163,C053,Cabin Crew
F000163,C063,Cabin Crew
F000163,C059,Cabin Crew
F000164,C046,Captain
F000164,C023,First Officer
F000164,C078,Cabin Crew
F000164,C079,Cabin Crew
F000164,C031,Cabin Crew
F000165,C020,Captain
F000165,C074,First Officer
F000165,C010,Cabin Crew
F000165,C031,Cabin Crew
F000165,C050,Cabin Crew
F000166,C016,Captain
F000166,C076,First Officer
F000166,C073,Cabin Crew
F000166,C048,Cabin Crew
F000166,C021,Cabin Crew
F000167,C012,Captain
F000167,C075,First Officer
F000167,C065,Cabin Crew
F000167,C001,Cabin Crew
F000167,C037,Cabin Crew
F000168,C007,Captain
F000168,C058,First Officer
F000168,C066,Cabin Crew
F000168,C057,Cabin Crew
F000168,C006,Cabin Crew
F000169,C046,Captain
F000169,C022,First Officer
F000169,C068,Cabin Crew
F000169,C009,Cabin Crew
F000169,C021,Cabin Crew
F000170,C061,Captain
F000170,C067,First Officer
F000170,C063,Cabin Crew
F000170,C017,Cabin Crew
F000170,C079,Cabin Crew
F000171,C014,Captain
F000171,C025,First Officer
F000171,C036,Cabin Crew
F000171,C006,Cabin Crew
F000171,C027,Cabin Crew
F000172,C049,Captain
F000172,C022,First Officer
F000172,C059,Cabin Crew
F000172,C009,Cabin Crew
F000172,C079,Cabin Crew
F000173,C008,Captain
F000173,C042,First Officer
F000173,C036,Cabin Crew
F000173,C057,Cabin Crew
F000173,C043,Cabin Crew
F000174,C055,Captain
F000174,C060,First Officer
F000174,C063,Cabin Crew
F000174,C068,Cabin Crew
F000174,C017,Cabin Crew
F000175,C016,Captain
F000175,C024,First Officer
F000175,C043,Cabin Crew
F000175,C021,Cabin Crew
F000175,C031,Cabin Crew
F000176,C049,Captain
F000176,C067,First Officer
F000176,C078,Cabin Crew
F000176,C001,Cabin Crew
F000176,C032,Cabin Crew
F000177,C055,Captain
F000177,C023,First Officer
F000177,C001,Cabin Crew
F000177,C043,Cabin Crew
F000177,C006,Cabin Crew
F000178,C012,Captain
F000178,C029,First Officer
F000178,C066,Cabin Crew
F000178,C068,Cabin Crew
F000178,C041,Cabin Crew
F000179,C004,Captain
F000179,C054,First Officer
F000179,C043,Cabin Crew
F000179,C028,Cabin Crew
F000179,C062,Cabin Crew
F000180,C011,Captain
F000180,C060,First Officer
F000180,C003,Cabin Crew
F000180,C037,Cabin Crew
F000180,C080,Cabin Crew
F000181,C008,Captain
F000181,C075,First Officer
F000181,C019,Cabin Crew
F000181,C036,Cabin Crew
F000181,C034,Cabin Crew
F000182,C012,Captain
F000182,C023,First Officer
F000182,C043,Cabin Crew
F000182,C057,Cabin Crew
F000182,C056,Cabin Crew
F000183,C061,Captain
F000183,C075,First Officer
F000183,C048,Cabin Crew
F000183,C031,Cabin Crew
F000183,C036,Cabin Crew
F000184,C018,Captain
F000184,C067,First Officer
F000184,C048,Cabin Crew
F000184,C062,Cabin Crew
F000184,C028,Cabin Crew
F000185,C008,Captain
F000185,C013,First Officer
F000185,C017,Cabin Crew
F000185,C065,Cabin Crew
F000185,C041,Cabin Crew
F000186,C026,Captain
F000186,C025,First Officer
F000186,C062,Cabin Crew
F000186,C069,Cabin Crew
F000186,C001,Cabin Crew
F000187,C014,Captain
F000187,C023,First Officer
F000187,C035,Cabin Crew
F000187,C062,Cabin Crew
F000187,C036,Cabin Crew
F000188,C040,Captain
F000188,C013,First Officer
F000188,C078,Cabin Crew
F000188,C063,Cabin Crew
F000188,C056,Cabin Crew
F000189,C012,Captain
F000189,C023,First Officer
F000189,C071,Cabin Crew
F000189,C062,Cabin Crew
F000189,C003,Cabin Crew
F000190,C014,Captain
F000190,C058,First Officer
F000190,C034,Cabin Crew
F000190,C077,Cabin Crew
F000190,C006,Cabin Crew
F000191,C011,Captain
F000191,C074,First Officer
F000191,C027,Cabin Crew
F000191,C001,Cabin Crew
F000191,C059,Cabin Crew
F000192,C002,Captain
F000192,C075,First Officer
F000192,C069,Cabin Crew
F000192,C066,Cabin Crew
F000192,C079,Cabin Crew
F000193,C072,Captain
F000193,C054,First Officer
F000193,C036,Cabin Crew
F000193,C006,Cabin Crew
F000193,C056,Cabin Crew
F000194,C038,Captain
F000194,C067,First Officer
F000194,C005,Cabin Crew
F000194,C078,Cabin Crew
F000194,C048,Cabin Crew
F000195,C051,Captain
F000195,C039,First Officer
F000195,C048,Cabin Crew
F000195,C069,Cabin Crew
F000195,C035,Cabin Crew
F000196,C061,Captain
F000196,C024,First Officer
F000196,C005,Cabin Crew
F000196,C047,Cabin Crew
F000196,C031,Cabin Crew
F000197,C020,Captain
F000197,C033,First Officer
F000197,C065,Cabin Crew
F000197,C077,Cabin Crew
F000197,C053,Cabin Crew
F000198,C018,Captain
F000198,C029,First Officer
F000198,C047,Cabin Crew
F000198,C078,Cabin Crew
F000198,C017,Cabin Crew
F000199,C016,Captain
F000199,C015,First Officer
F000199,C021,Cabin Crew
F000199,C079,Cabin Crew
F000199,C045,Cabin Crew
F000200,C020,Captain
F000200,C058,First Officer
F000200,C001,Cabin Crew
F000200,C065,Cabin Crew
F000200,C077,Cabin Crew
F000201,C012,Captain
F000201,C075,First Officer
F000201,C047,Cabin Crew
F000201,C069,Cabin Crew
F000201,C019,Cabin Crew
F000202,C016,Captain
F000202,C013,First Officer
F000202,C050,Cabin Crew
F000202,C035,Cabin Crew
F000202,C045,Cabin Crew
F000203,C002,Captain
F000203,C015,First Officer
F000203,C062,Cabin Crew
F000203,C021,Cabin Crew
F000203,C035,Cabin Crew
F000204,C002,Captain
F000204,C013,First Officer
F000204,C006,Cabin Crew
F000204,C010,Cabin Crew
F000204,C056,Cabin Crew
F000205,C011,Captain
F000205,C024,First Officer
F000205,C078,Cabin Crew
F000205,C048,Cabin Crew
F000205,C021,Cabin Crew
F000206,C040,Captain
F000206,C058,First Officer
